participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.language,participant.prolific_id,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.completion_code,session.config.language,session.config.real_world_currency_per_point,Task1.1.player.id_in_group,Task1.1.player.role,Task1.1.player.payoff,Task1.1.player.language,Task1.1.player.gave_consent,Task1.1.player.age_range,Task1.1.player.is_native,Task1.1.player.education,Task1.1.player.other_language_level,Task1.1.player.device,Task1.1.player.prolific_id,Task1.1.player.screened_out,Task1.1.player.task1_responses,Task1.1.group.id_in_subsession,Task1.1.subsession.round_number,Task2.1.player.id_in_group,Task2.1.player.role,Task2.1.player.payoff,Task2.1.player.language,Task2.1.player.t2_production_data,Task2.1.player.t2_perception_data,Task2.1.player.t2_ac1_pass,Task2.1.player.t2_ac2_pass,Task2.1.group.id_in_subsession,Task2.1.subsession.round_number,Task3.1.player.id_in_group,Task3.1.player.role,Task3.1.player.payoff,Task3.1.player.language,Task3.1.player.la_switching_point,Task3.1.player.la_selected_row,Task3.1.player.la_choice,Task3.1.player.la_coin_flip,Task3.1.player.la_payoff,Task3.1.player.la2_indifference_x,Task3.1.player.la2_bisection_data,Task3.1.player.la2_endowment,Task3.1.player.la2_selected_step,Task3.1.player.la2_selected_x,Task3.1.player.la2_selected_choice,Task3.1.player.la2_coin_flip,Task3.1.player.la2_bonus,Task3.1.player.la2_lambda,Task3.1.player.la2_anticipation_worry,Task3.1.player.la2_anticipation_prob,Task3.1.player.bonus_contact_email,Task3.1.player.comp_q1_attempts,Task3.1.player.comp_q2_attempts,Task3.1.player.comp_q3_attempts,Task3.1.player.td_switching_1mo,Task3.1.player.td_switching_6mo,Task3.1.player.td_switching_2yr,Task3.1.player.td_data,Task3.1.player.td_selected_horizon,Task3.1.player.td_selected_row,Task3.1.player.td_k_1mo,Task3.1.player.td_k_6mo,Task3.1.player.td_k_2yr,Task3.1.player.td_k_geo_mean,Task3.1.player.td_choice,Task3.1.player.gender,Task3.1.player.home_country,Task3.1.player.years_in_country,Task3.1.player.employment_industry,Task3.1.player.income_level,Task3.1.player.risk_general,Task3.1.player.patience_general,Task3.1.player.study_feedback,Task3.1.group.id_in_subsession,Task3.1.subsession.round_number
56,kodywf76,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,56,,0.0,en,0,,,,,,,0,{},1,1,56,,0.0,en,{},{},0,0,1,1,56,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
57,8lexr16u,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,57,,0.0,en,0,,,,,,,0,{},1,1,57,,0.0,en,{},{},0,0,1,1,57,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
58,rso6ztt1,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,58,,0.0,en,0,,,,,,,0,{},1,1,58,,0.0,en,{},{},0,0,1,1,58,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
59,c9egcwnm,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,59,,0.0,en,0,,,,,,,0,{},1,1,59,,0.0,en,{},{},0,0,1,1,59,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
60,hwfiycdb,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,60,,0.0,en,0,,,,,,,0,{},1,1,60,,0.0,en,{},{},0,0,1,1,60,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
61,9msdxw6z,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,61,,0.0,en,0,,,,,,,0,{},1,1,61,,0.0,en,{},{},0,0,1,1,61,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
62,35k7f2vq,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,62,,0.0,en,0,,,,,,,0,{},1,1,62,,0.0,en,{},{},0,0,1,1,62,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
63,ekd3g9r6,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,63,,0.0,en,0,,,,,,,0,{},1,1,63,,0.0,en,{},{},0,0,1,1,63,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
64,8oda8qq2,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,64,,0.0,en,0,,,,,,,0,{},1,1,64,,0.0,en,{},{},0,0,1,1,64,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
65,d0a6afww,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,65,,0.0,en,0,,,,,,,0,{},1,1,65,,0.0,en,{},{},0,0,1,1,65,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
66,h3y5cy5x,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,66,,0.0,en,0,,,,,,,0,{},1,1,66,,0.0,en,{},{},0,0,1,1,66,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
67,pj7ysbnp,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,67,,0.0,en,0,,,,,,,0,{},1,1,67,,0.0,en,{},{},0,0,1,1,67,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
68,a6ymsu9z,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,68,,0.0,en,0,,,,,,,0,{},1,1,68,,0.0,en,{},{},0,0,1,1,68,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
69,e1r8hdxe,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,69,,0.0,en,0,,,,,,,0,{},1,1,69,,0.0,en,{},{},0,0,1,1,69,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
70,vaycp1ej,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,70,,0.0,en,0,,,,,,,0,{},1,1,70,,0.0,en,{},{},0,0,1,1,70,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
71,noef9c7w,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,71,,0.0,en,0,,,,,,,0,{},1,1,71,,0.0,en,{},{},0,0,1,1,71,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
72,blmmhjhk,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,72,,0.0,en,0,,,,,,,0,{},1,1,72,,0.0,en,{},{},0,0,1,1,72,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
73,mgf71ah7,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,73,,0.0,en,0,,,,,,,0,{},1,1,73,,0.0,en,{},{},0,0,1,1,73,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
74,tdbbng6c,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,74,,0.0,en,0,,,,,,,0,{},1,1,74,,0.0,en,{},{},0,0,1,1,74,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
75,jm77qgsp,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,75,,0.0,en,0,,,,,,,0,{},1,1,75,,0.0,en,{},{},0,0,1,1,75,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
76,flwreliy,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,76,,0.0,en,0,,,,,,,0,{},1,1,76,,0.0,en,{},{},0,0,1,1,76,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
77,1xxsy0b1,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,77,,0.0,en,0,,,,,,,0,{},1,1,77,,0.0,en,{},{},0,0,1,1,77,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
78,sd7tjyy5,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,78,,0.0,en,0,,,,,,,0,{},1,1,78,,0.0,en,{},{},0,0,1,1,78,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
79,n6pgyzfg,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,79,,0.0,en,0,,,,,,,0,{},1,1,79,,0.0,en,{},{},0,0,1,1,79,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
80,1x8e8zor,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,80,,0.0,en,0,,,,,,,0,{},1,1,80,,0.0,en,{},{},0,0,1,1,80,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
81,rrcz8ygr,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,81,,0.0,en,0,,,,,,,0,{},1,1,81,,0.0,en,{},{},0,0,1,1,81,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
82,9b6gkak7,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,82,,0.0,en,0,,,,,,,0,{},1,1,82,,0.0,en,{},{},0,0,1,1,82,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
83,i6btdhez,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,83,,0.0,en,0,,,,,,,0,{},1,1,83,,0.0,en,{},{},0,0,1,1,83,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
84,pddg94db,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,84,,0.0,en,0,,,,,,,0,{},1,1,84,,0.0,en,{},{},0,0,1,1,84,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
85,0n1s0tbq,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,85,,0.0,en,0,,,,,,,0,{},1,1,85,,0.0,en,{},{},0,0,1,1,85,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
86,bea7wec0,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,86,,0.0,en,0,,,,,,,0,{},1,1,86,,0.0,en,{},{},0,0,1,1,86,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
87,s6gvpp6f,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,87,,0.0,en,0,,,,,,,0,{},1,1,87,,0.0,en,{},{},0,0,1,1,87,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
88,47manimk,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,88,,0.0,en,0,,,,,,,0,{},1,1,88,,0.0,en,{},{},0,0,1,1,88,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
89,kz6z9in9,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,89,,0.0,en,0,,,,,,,0,{},1,1,89,,0.0,en,{},{},0,0,1,1,89,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
90,gvcm5jf0,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,90,,0.0,en,0,,,,,,,0,{},1,1,90,,0.0,en,{},{},0,0,1,1,90,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
91,e5e4xymo,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,91,,0.0,en,0,,,,,,,0,{},1,1,91,,0.0,en,{},{},0,0,1,1,91,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
92,g1wu0diw,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,92,,0.0,en,0,,,,,,,0,{},1,1,92,,0.0,en,{},{},0,0,1,1,92,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
93,dhdkc3kf,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,93,,0.0,en,0,,,,,,,0,{},1,1,93,,0.0,en,{},{},0,0,1,1,93,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
94,2vpnq4jz,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,94,,0.0,en,0,,,,,,,0,{},1,1,94,,0.0,en,{},{},0,0,1,1,94,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
95,hlp5dxkw,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,95,,0.0,en,0,,,,,,,0,{},1,1,95,,0.0,en,{},{},0,0,1,1,95,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
96,dnatjxzz,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,96,,0.0,en,0,,,,,,,0,{},1,1,96,,0.0,en,{},{},0,0,1,1,96,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
97,ozum7r0o,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,97,,0.0,en,0,,,,,,,0,{},1,1,97,,0.0,en,{},{},0,0,1,1,97,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
98,ygec30t7,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,98,,0.0,en,0,,,,,,,0,{},1,1,98,,0.0,en,{},{},0,0,1,1,98,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
99,svrbzji3,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,99,,0.0,en,0,,,,,,,0,{},1,1,99,,0.0,en,{},{},0,0,1,1,99,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
100,femwnjc7,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,100,,0.0,en,0,,,,,,,0,{},1,1,100,,0.0,en,{},{},0,0,1,1,100,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
